Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range
1,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,18.6,17.7,19.6,17.7 - 19.6,
1,Symptoms of Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,28.4,23.6,33.5,23.6 - 33.5,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,24.4,20.1,29.2,20.1 - 29.2,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,23.9,20.4,27.6,20.4 - 27.6,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,28.9,24.9,33.1,24.9 - 33.1,26.9-31.8
1,Symptoms of Depressive Disorder,By State,California,California,5,May 28 - June 2,26.9,24.6,29.4,24.6 - 29.4,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Colorado,Colorado,5,May 28 - June 2,23.9,20.0,28.0,20.0 - 28.0,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,25.4,21.7,29.4,21.7 - 29.4,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Delaware,Delaware,5,May 28 - June 2,20.7,16.4,25.6,16.4 - 25.6,17.0-21.4
1,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,21.3,17.2,25.9,17.2 - 25.9,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Florida,Florida,5,May 28 - June 2,29.6,26.9,32.3,26.9 - 32.3,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Georgia,Georgia,5,May 28 - June 2,24.5,21.3,28.1,21.3 - 28.1,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,17.0,13.6,20.9,13.6 - 20.9,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Idaho,Idaho,5,May 28 - June 2,23.8,19.2,28.8,19.2 - 28.8,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Illinois,Illinois,5,May 28 - June 2,26.9,23.7,30.3,23.7 - 30.3,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Indiana,Indiana,5,May 28 - June 2,25.6,22.2,29.3,22.2 - 29.3,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Iowa,Iowa,5,May 28 - June 2,22.6,19.5,25.9,19.5 - 25.9,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Kansas,Kansas,5,May 28 - June 2,23.1,19.7,26.8,19.7 - 26.8,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,28.5,24.3,32.9,24.3 - 32.9,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,26.8,22.6,31.3,22.6 - 31.3,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Maine,Maine,5,May 28 - June 2,18.5,15.2,22.2,15.2 - 22.2,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Maryland,Maryland,5,May 28 - June 2,21.9,18.9,25.0,18.9 - 25.0,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,20.3,17.2,23.7,17.2 - 23.7,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,25.9,22.8,29.2,22.8 - 29.2,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,19.1,16.2,22.1,16.2 - 22.1,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,28.6,24.8,32.7,24.8 - 32.7,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,24.5,21.0,28.3,21.0 - 28.3,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,20.5,15.2,26.8,15.2 - 26.8,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,18.2,15.3,21.4,15.3 - 21.4,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Nevada,Nevada,5,May 28 - June 2,20.2,17.3,23.3,17.3 - 23.3,17.0-21.4
1,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,22.6,19.4,26.1,19.4 - 26.1,21.5-24.3
1,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,25.8,22.0,29.8,22.0 - 29.8,24.4-26.8
1,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,24.3,20.1,28.9,20.1 - 28.9,21.5-24.3
1,Symptoms of Depressive Disorder,By State,New York,New York,5,May 28 - June 2,24.5,21.3,27.9,21.3 - 27.9,24.4-26.8
1,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,22.3,18.9,26.0,18.9 - 26.0,21.5-24.3
1,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,19.3,14.3,25.2,14.3 - 25.2,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Ohio,Ohio,5,May 28 - June 2,28.1,23.4,33.2,23.4 - 33.2,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.8,27.8,36.0,27.8 - 36.0,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Oregon,Oregon,5,May 28 - June 2,27.6,24.3,31.1,24.3 - 31.1,26.9-31.8
1,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,5,May 28 - June 2,24.6,21.1,28.4,21.1 - 28.4,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,5,May 28 - June 2,22.3,17.5,27.7,17.5 - 27.7,21.5-24.3
1,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,5,May 28 - June 2,28.8,24.4,33.4,24.4 - 33.4,26.9-31.8
1,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,5,May 28 - June 2,20.0,16.0,24.4,16.0 - 24.4,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,5,May 28 - June 2,22.9,18.8,27.3,18.8 - 27.3,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Texas,Texas,5,May 28 - June 2,26.2,23.5,29.0,23.5 - 29.0,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Utah,Utah,5,May 28 - June 2,22.3,19.2,25.6,19.2 - 25.6,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Vermont,Vermont,5,May 28 - June 2,23.5,18.0,29.8,18.0 - 29.8,21.5-24.3
1,Symptoms of Depressive Disorder,By State,Virginia,Virginia,5,May 28 - June 2,21.4,18.1,25.0,18.1 - 25.0,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Washington,Washington,5,May 28 - June 2,27.1,23.1,31.3,23.1 - 31.3,26.9-31.8
1,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,5,May 28 - June 2,26.2,21.5,31.3,21.5 - 31.3,24.4-26.8
1,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,5,May 28 - June 2,17.7,15.0,20.7,15.0 - 20.7,17.0-21.4
1,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,5,May 28 - June 2,25.2,19.5,31.7,19.5 - 31.7,24.4-26.8
1,Symptoms of Anxiety Disorder,National Estimate,United States,United States,5,May 28 - June 2,30.6,30.0,31.2,30.0 - 31.2,
1,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,42.2,40.5,43.9,40.5 - 43.9,
1,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,35.8,34.5,37.2,34.5 - 37.2,
1,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,32.1,30.6,33.6,30.6 - 33.6,
1,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,29.3,27.8,30.9,27.8 - 30.9,
1,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,23.0,21.6,24.4,21.6 - 24.4,
1,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,18.2,15.9,20.7,15.9 - 20.7,
1,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,5,May 28 - June 2,13.3,9.6,17.8,9.6 - 17.8,
1,Symptoms of Anxiety Disorder,By Gender,United States,Male,5,May 28 - June 2,26.0,25.1,26.8,25.1 - 26.8,
1,Symptoms of Anxiety Disorder,By Gender,United States,Female,5,May 28 - June 2,35.0,34.3,35.8,34.3 - 35.8,
1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,32.1,30.1,34.1,30.1 - 34.1,
1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",5,May 28 - June 2,29.0,28.2,29.8,28.2 - 29.8,
1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",5,May 28 - June 2,33.8,31.6,36.2,31.6 - 36.2,
1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",5,May 28 - June 2,28.4,25.3,31.7,25.3 - 31.7,
1,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",5,May 28 - June 2,44.6,40.8,48.4,40.8 - 48.4,
1,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,37.8,34.2,41.5,34.2 - 41.5,
1,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,31.4,29.8,32.9,29.8 - 32.9,
1,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,32.8,31.7,33.9,31.7 - 33.9,
1,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,25.9,25.1,26.8,25.1 - 26.8,
1,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,5,May 28 - June 2,31.6,27.2,36.3,27.2 - 36.3,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,5,May 28 - June 2,26.1,21.6,31.0,21.6 - 31.0,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,5,May 28 - June 2,27.9,24.9,31.1,24.9 - 31.1,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,35.3,30.9,39.9,30.9 - 39.9,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,California,California,5,May 28 - June 2,33.8,31.5,36.2,31.5 - 36.2,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,5,May 28 - June 2,29.4,26.0,33.0,26.0 - 33.0,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,26.7,23.4,30.2,23.4 - 30.2,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,5,May 28 - June 2,26.2,21.9,30.9,21.9 - 30.9,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,28.2,23.7,33.0,23.7 - 33.0,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Florida,Florida,5,May 28 - June 2,33.8,30.3,37.5,30.3 - 37.5,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,5,May 28 - June 2,31.7,27.8,35.8,27.8 - 35.8,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,20.7,17.1,24.7,17.1 - 24.7,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,5,May 28 - June 2,28.3,23.6,33.4,23.6 - 33.4,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,5,May 28 - June 2,31.3,27.9,34.8,27.9 - 34.8,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,5,May 28 - June 2,31.5,27.6,35.6,27.6 - 35.6,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,5,May 28 - June 2,27.8,23.9,32.1,23.9 - 32.1,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,5,May 28 - June 2,28.3,24.5,32.2,24.5 - 32.2,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,33.3,29.8,36.9,29.8 - 36.9,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,31.0,26.9,35.4,26.9 - 35.4,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Maine,Maine,5,May 28 - June 2,25.2,21.1,29.6,21.1 - 29.6,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,5,May 28 - June 2,26.1,22.7,29.6,22.7 - 29.6,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,26.7,23.7,29.8,23.7 - 29.8,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,5,May 28 - June 2,29.0,26.1,32.0,26.1 - 32.0,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,27.5,24.4,30.8,24.4 - 30.8,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,33.8,29.7,38.1,29.7 - 38.1,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,5,May 28 - June 2,30.1,26.5,33.8,26.5 - 33.8,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Montana,Montana,5,May 28 - June 2,22.6,18.7,27.0,18.7 - 27.0,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,22.2,19.1,25.6,19.1 - 25.6,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,5,May 28 - June 2,30.3,26.5,34.4,26.5 - 34.4,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,26.7,22.8,30.9,22.8 - 30.9,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,31.8,28.3,35.5,28.3 - 35.5,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,37.1,32.1,42.3,32.1 - 42.3,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,New York,New York,5,May 28 - June 2,29.8,26.4,33.4,26.4 - 33.4,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,29.6,26.1,33.3,26.1 - 33.3,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,18.4,15.0,22.2,15.0 - 22.2,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,5,May 28 - June 2,29.6,25.4,34.1,25.4 - 34.1,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.7,28.1,35.6,28.1 - 35.6,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,5,May 28 - June 2,35.3,31.5,39.2,31.5 - 39.2,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,5,May 28 - June 2,31.4,27.0,36.0,27.0 - 36.0,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,5,May 28 - June 2,30.8,25.6,36.5,25.6 - 36.5,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,5,May 28 - June 2,29.2,24.4,34.4,24.4 - 34.4,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,5,May 28 - June 2,26.3,21.8,31.1,21.8 - 31.1,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,5,May 28 - June 2,30.4,26.4,34.6,26.4 - 34.6,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Texas,Texas,5,May 28 - June 2,31.1,27.7,34.6,27.7 - 34.6,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Utah,Utah,5,May 28 - June 2,29.7,26.7,32.8,26.7 - 32.8,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,5,May 28 - June 2,31.8,25.5,38.6,25.5 - 38.6,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,5,May 28 - June 2,28.3,25.0,31.7,25.0 - 31.7,26.8-29.6
1,Symptoms of Anxiety Disorder,By State,Washington,Washington,5,May 28 - June 2,31.7,28.1,35.5,28.1 - 35.5,29.7-31.7
1,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,5,May 28 - June 2,33.6,28.0,39.5,28.0 - 39.5,31.8-37.1
1,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,5,May 28 - June 2,22.7,19.3,26.3,19.3 - 26.3,18.4-26.7
1,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,5,May 28 - June 2,25.3,21.2,29.7,21.2 - 29.7,18.4-26.7
1,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,5,May 28 - June 2,35.5,34.8,36.1,34.8 - 36.1,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,49.3,47.4,51.2,47.4 - 51.2,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,40.6,39.2,42.0,39.2 - 42.0,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,36.9,35.3,38.6,35.3 - 38.6,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,33.6,31.9,35.4,31.9 - 35.4,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,27.0,25.6,28.5,25.6 - 28.5,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,21.7,19.3,24.2,19.3 - 24.2,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,5,May 28 - June 2,19.2,14.7,24.4,14.7 - 24.4,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,5,May 28 - June 2,31.1,30.2,32.1,30.2 - 32.1,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,5,May 28 - June 2,39.6,38.9,40.3,38.9 - 40.3,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,38.3,36.2,40.4,36.2 - 40.4,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",5,May 28 - June 2,33.1,32.3,33.9,32.3 - 33.9,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",5,May 28 - June 2,40.5,38.3,42.7,38.3 - 42.7,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",5,May 28 - June 2,34.2,31.6,37.0,31.6 - 37.0,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",5,May 28 - June 2,49.6,45.9,53.4,45.9 - 53.4,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,43.9,40.4,47.5,40.4 - 47.5,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,36.7,35.1,38.3,35.1 - 38.3,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,38.3,37.2,39.4,37.2 - 39.4,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,29.4,28.5,30.3,28.5 - 30.3,
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,37.5,32.6,42.6,32.6 - 42.6,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,31.6,27.1,36.3,27.1 - 36.3,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,32.6,29.1,36.2,29.1 - 36.2,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,39.0,34.8,43.4,34.8 - 43.4,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,5,May 28 - June 2,38.6,36.3,40.8,36.3 - 40.8,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,5,May 28 - June 2,33.6,29.6,37.7,29.6 - 37.7,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,35.1,31.8,38.5,31.8 - 38.5,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,5,May 28 - June 2,30.3,25.5,35.5,25.5 - 35.5,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,33.0,28.1,38.2,28.1 - 38.2,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,5,May 28 - June 2,40.0,36.6,43.4,36.6 - 43.4,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,5,May 28 - June 2,34.9,31.0,39.0,31.0 - 39.0,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,26.1,22.1,30.5,22.1 - 30.5,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,5,May 28 - June 2,31.8,27.1,36.7,27.1 - 36.7,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,5,May 28 - June 2,37.0,33.5,40.7,33.5 - 40.7,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,5,May 28 - June 2,36.2,32.6,40.0,32.6 - 40.0,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,5,May 28 - June 2,32.9,29.3,36.8,29.3 - 36.8,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,5,May 28 - June 2,32.0,28.1,36.1,28.1 - 36.1,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,39.0,35.1,43.0,35.1 - 43.0,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,36.3,32.1,40.7,32.1 - 40.7,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,5,May 28 - June 2,29.3,25.3,33.6,25.3 - 33.6,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,5,May 28 - June 2,30.8,27.5,34.2,27.5 - 34.2,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,29.9,26.6,33.3,26.6 - 33.3,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,34.5,31.2,37.9,31.2 - 37.9,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,30.0,26.8,33.4,26.8 - 33.4,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,38.7,34.2,43.5,34.2 - 43.5,37.0-40.0
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,33.7,29.9,37.7,29.9 - 37.7,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,28.6,23.3,34.4,23.3 - 34.4,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,26.6,23.4,30.1,23.4 - 30.1,26.0-31.6
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,5,May 28 - June 2,34.2,30.3,38.3,30.3 - 38.3,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,31.8,27.9,35.8,27.9 - 35.8,31.7-34.2
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,36.5,32.9,40.3,32.9 - 40.3,34.3-36.9
1,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,39.5,34.6,44.6,34.6 - 44.6,37.0-40.0
